
mAP,recall,F1,Prediction
0.005,0.212,0.250,0.304

class_names ,person,escalator,escalator_handrails,person_dummy,escalator_model,escalator_handrails_model,
count       ,66,2,2,0,0,0,
AP          ,0.015,0.000,0.000,0,0,0,
F1          ,0.750,0.000,0.000,0,0,0,
Prediction  ,0.913,0.000,0.000,0,0,0,
recall      ,0.636,0.000,0.000,0,0,0,
score       ,0.619,0.000,0.000,0,0,0,
TP          ,42,0,0,0,0,0,
FP          ,4,0,0,0,0,0,
FN          ,24,2,2,0,0,0,
