
mAP,recall,F1,Prediction
0.305,0.312,0.366,0.441

class_names ,person,escalator,escalator_handrails,person_dummy,escalator_model,escalator_handrails_model,
count       ,989,0,0,17,0,0,
AP          ,0.609,0,0,0.000,0,0,
F1          ,0.731,0,0,0.000,0,0,
Prediction  ,0.883,0,0,0.000,0,0,
recall      ,0.624,0,0,0.000,0,0,
score       ,0.502,0,0,0.000,0,0,
TP          ,617,0,0,0,0,0,
FP          ,82,0,0,0,0,0,
FN          ,372,0,0,17,0,0,
