
mAP,recall,F1,Prediction
0.407,0.414,0.571,0.918

class_names ,person,escalator,escalator_handrails,person_dummy,escalator_model,escalator_handrails_model,
count       ,760,0,0,0,0,0,
AP          ,0.407,0,0,0,0,0,
F1          ,0.571,0,0,0,0,0,
Prediction  ,0.918,0,0,0,0,0,
recall      ,0.414,0,0,0,0,0,
score       ,0.503,0,0,0,0,0,
TP          ,315,0,0,0,0,0,
FP          ,28,0,0,0,0,0,
FN          ,445,0,0,0,0,0,
