
mAP,recall,F1,Prediction
0.537,0.603,0.626,0.651

class_names ,person,escalator,escalator_handrails,person_dummy,escalator_model,escalator_handrails_model,
count       ,760,0,0,0,0,0,
AP          ,0.537,0,0,0,0,0,
F1          ,0.626,0,0,0,0,0,
Prediction  ,0.651,0,0,0,0,0,
recall      ,0.603,0,0,0,0,0,
score       ,0.665,0,0,0,0,0,
TP          ,458,0,0,0,0,0,
FP          ,246,0,0,0,0,0,
FN          ,302,0,0,0,0,0,
