
mAP,recall,F1,Prediction
0.347,0.443,0.470,0.500

class_names ,person,escalator,escalator_handrails,person_dummy,escalator_model,escalator_handrails_model,
count       ,70,0,0,0,0,0,
AP          ,0.347,0,0,0,0,0,
F1          ,0.470,0,0,0,0,0,
Prediction  ,0.500,0,0,0,0,0,
recall      ,0.443,0,0,0,0,0,
score       ,0.527,0,0,0,0,0,
TP          ,31,0,0,0,0,0,
FP          ,31,0,0,0,0,0,
FN          ,39,0,0,0,0,0,
